time,amplitude
0.344,3.734221539832524
0.348,5.093578298953864
0.352,5.829766423878816
0.356,5.575117346860401
0.36,5.884852110012142
0.364,4.937702204205981
0.368,4.4376543090754765
0.372,4.54026470687985
0.376,5.33409964625039
0.38,4.177334286322835
0.384,6.581096378661432
0.388,5.4500180432097824
0.392,5.624554861865169
0.396,5.8507510405633285
0.4,3.3058827159892186
0.404,7.148222373665629
0.408,4.170761480725765
0.412,4.186414165767851
0.416,3.4013156551880965
0.42,3.8874875081497535
0.424,6.0725608685631505
0.428,4.366259432819844
0.432,4.68598677340629
0.436,7.471250361282414
0.44,5.622482271505961
0.444,5.511311453179804
0.448,5.016422913192666
0.452,5.193521462868325
0.456,5.705260792787118
0.46,6.262435798587473
0.464,5.9701958767694485
0.468,4.500839203473918
0.472,3.3908595246345454
0.476,4.511077186297839
0.48,5.768025117739464
0.484,5.328041385842986
0.488,7.698674026756044
0.492,4.813149384381213
0.496,5.008347550222655
0.5,8.998961335703354
0.504,11.0390908367291
0.508,9.525193119050089
0.512,11.862649420968868
0.516,10.89721191569992
0.52,9.877827492422654
0.524,8.801112453204603
0.528,10.681705043050123
0.532,9.186245420236958
0.536,10.190208801092764
0.54,11.225700327444049
0.544,11.828519607691737
0.548,8.117098275532694
0.552,9.351532386099503
0.556,9.192596987335488
0.56,11.812479332061333
0.564,11.838433627946161
0.568,9.813224729000527
0.572,9.33256839251146
0.576,8.869999354956551
0.58,8.99188608385784
0.584,9.92842676463817
0.588,10.170750481261964
0.592,10.554450068763733
0.596,10.111171410246028
0.6,10.724171368199274
0.604,11.643842515389832
0.608,10.603347912084773
0.612,9.337959849321761
0.616,9.940367950872556
0.62,7.771452481379789
0.624,10.68633874308809
0.628,9.971258879300603
0.632,9.881048825698002
0.636,8.327372346277631
0.64,10.742291264659343
0.644,9.772812211829248
0.648,10.829750833460643
0.652,11.568993699327438
0.656,11.006738089695858
0.66,10.26637556909726
0.664,10.01026076867982
0.668,10.911448247614594
0.672,9.486361499599585
0.676,8.030701467387654
0.68,10.885754287350832
0.684,9.67004003405778
0.688,9.19062398484649
0.692,9.79493015220644
0.696,9.460338910406204
0.7,9.901871267695098
0.704,10.029323389501593
0.708,9.002621325769603
0.712,9.487312125502756
0.716,9.995156147574313
0.72,9.908574503102173
0.724,8.825423074894678
0.728,9.222320357144476
0.732,9.863946437564675
0.736,10.682503034100232
0.74,8.408027375573477
0.744,10.30007395386911
0.748,9.303257299722024
0.752,9.392838047400984
0.756,9.470774519466804
0.76,9.311831125576811
0.764,9.415110489620616
0.768,8.941665820340786
0.772,11.107131332796165
0.776,9.033548342352885
0.78,9.309236644779197
0.784,8.283398022774731
0.788,9.46775515958844
0.792,9.466957309328514
0.796,10.598059194493443
0.8,8.754044732112906
0.804,11.317712247285131
0.808,11.614270310948188
0.812,9.832603933990292
0.816,10.494262525009079
0.82,9.846919009269882
0.824,9.333785050770214
0.828,9.58647562748492
0.832,11.085347837670046
0.836,10.304745880929056
0.84,11.027727611912427
0.844,10.206494831162868
0.848,10.180458825558569
0.852,10.66692078703696
0.856,11.244453133009786
0.86,9.041800826787433
0.864,10.278973730027259
0.868,10.577836244373447
0.872,10.941131705368106
0.876,9.336358224017044
0.88,9.873232686259158
0.884,7.928549336539214
0.888,10.96520592398488
0.892,9.239345478752954
0.896,10.453194005030824
0.9,9.663409727514408
0.904,9.943043327911122
0.908,9.115004121513934
0.912,9.409443070989997
0.916,9.501520195768398
0.92,10.098202076821192
0.924,9.9458961110186
0.928,10.227208699394119
0.932,9.70367363265468
0.936,10.67324294857517
0.94,11.229132749736202
0.944,10.372523654722416
0.948,10.03094198441121
0.952,10.473635208291523
0.956,8.663552133091539
0.96,9.186031190502302
0.964,10.023041162310584
0.968,9.504192516619902
0.972,9.551471640418818
0.976,11.91499352818062
0.98,8.289042311829267
0.984,7.904913891902808
0.988,10.010260012005011
0.992,10.292368360799236
0.996,9.00373836324223
1.0,10.347822945068136
1.004,8.641392919927078
1.008,9.33530762421284
1.012,9.986607775403947
1.016,9.716488940349267
1.02,9.25119221148821
1.024,9.307452972047773
1.028,9.746135597743313
1.032,9.351240110061845
1.036,11.275955621297367
1.04,9.377713758783917
1.044,10.444273945291446
1.048,10.929182086708794
1.052,10.483185832584152
1.056,10.42909674411266
1.06,9.459914434585412
1.064,11.27586150478791
1.068,11.401839268145828
1.072,9.767982134337764
1.076,8.708454378857281
1.08,12.443642979316518
1.084,10.042923970496878
1.088,10.851322549957892
1.092,10.182944752680147
1.096,8.875861888780008
1.1,10.75119131956883
1.104,11.173198300793068
1.108,10.292108639728646
1.112,8.868563419285453
1.116,9.939541368586355
1.12,10.637478780424651
1.124,9.632439918222506
1.128,11.946824613094908
1.132,11.161898638919913
1.136,11.51042360006987
1.14,8.87647871091316
1.144,10.494593930883806
1.148,11.009506938322811
1.152,10.818645226712809
1.156,10.501055710617122
1.16,9.987811110215459
1.164,10.899041431151858
1.168,11.424614364980131
1.172,9.578591032978562
1.176,10.294496528681064
1.18,9.54010171137081
1.184,10.468838440399878
1.188,9.663442186972173
1.192,9.503686464505511
1.196,12.598078004994813
1.2,11.362173211594861
1.204,9.882939392569707
1.208,11.512187290993245
1.212,7.92900053348419
1.216,10.106590670911828
1.22,10.583144839778855
1.224,8.050170840061934
1.228,9.246974904753747
1.232,11.07636910690804
1.236,11.03429125541824
1.24,8.838511636714422
1.244,8.840890891071759
1.248,9.52085318825467
1.252,10.785325247946956
1.256,11.592840074078023
1.26,10.044802818621141
1.264,11.220735290433865
1.268,8.87375675780235
1.272,10.225426417086116
1.276,10.686492605686835
1.28,10.544752632878184
1.284,10.066508606282412
1.288,8.145473872683054
1.292,8.233644538542102
1.296,10.304520421653892
1.3,8.523785189216184
1.304,9.549095524281203
1.308,11.532368709105693
1.312,8.951667400863743
1.316,7.175686167136849
1.32,9.872369113464279
1.324,10.451610955560483
1.328,9.260546660326227
1.332,10.200149685070643
1.336,10.90097141644352
1.34,12.64568734835521
1.344,10.622766655851782
1.348,9.771360779354536
1.352,10.01337497017379
1.356,11.400991072977671
1.36,11.192347552476223
1.364,10.698697729338022
1.368,11.0794401782519
1.372,8.915576172568027
1.376,9.777863961825506
1.38,9.876419430458737
1.384,10.799490916568852
1.388,10.303560960632666
1.392,8.69450634410324
1.396,8.831220032145175
1.4,8.871965708909446
1.404,9.419520245933118
1.408,10.452742547871143
1.412,9.23254107705486
1.416,10.63675383040264
1.42,9.61775097120498
1.424,10.54221075485032
1.428,10.27998225370475
1.432,11.16181457178472
1.436,10.751685457644145
1.44,8.250687480037355
1.444,8.371469389742938
1.448,11.43162938164295
1.452,11.461214686351273
1.456,11.189258438550148
1.46,9.343379874439892
1.464,10.345114562518724
1.468,12.181060371332102
1.472,9.270347254397057
1.476,9.355177243982435
1.48,8.50514190815618
1.484,10.887672531895353
1.488,10.072902326948498
1.492,8.180680262871675
1.496,10.118294202209782
1.5,10.7818341500436
1.504,9.085924279474515
1.508,10.178869182094106
1.512,10.429499650673884
1.516,7.877808732223521
1.52,9.616842863699997
1.524,11.010919101649858
1.528,9.390896636147618
1.532,8.879241445140279
1.536,10.230447552883232
1.54,10.357464384921128
1.544,9.806539851095067
1.548,9.654455753908765
1.552,7.139925055874931
1.556,10.405195358556345
1.56,11.1964069971033
1.564,10.772891952226125
1.568,9.02456379506307
1.572,10.294073676063299
1.576,7.388114672601433
1.58,9.431602777971882
1.584,10.393312082987233
1.588,11.47709251101327
1.592,8.69197133883302
1.596,8.599181720126015
1.6,10.349376068867704
1.604,10.316605508156906
1.608,10.342958487757276
1.612,10.084041962757063
1.616,11.368831168155785
1.62,11.014819405951428
1.624,8.630571599539163
1.628,9.98174477091466
1.632,10.024714942271743
1.636,8.854001185888535
1.64,10.183638929624356
1.644,11.079379545567702
1.648,9.056988477875041
1.652,11.277286631097093
1.656,9.557443095613117
1.66,10.066404898741027
1.664,11.347116677336972
1.668,11.221592275020207
1.672,11.349079797921581
1.676,9.811621513468076
1.68,10.759022883540448
1.684,11.167803524389189
1.688,9.980062192342311
1.692,8.883084106560556
1.696,10.673883807969117
1.7,8.788957449896335
1.704,9.90410020232212
1.708,9.072638857785885
1.712,10.209277855715518
1.716,9.94173735381762
1.72,10.456591880248395
1.724,10.640640762697437
1.728,11.523401142881797
1.732,7.3041095212808385
1.736,11.51403243475434
1.74,8.376959924162264
1.744,9.42902986541802
1.748,11.401990433965086
1.752,10.739814271711438
1.756,8.204974636871132
1.76,9.339692385454073
1.764,9.850860989105675
1.768,10.166739845666024
1.772,11.698517027413654
1.776,10.156936647186292
1.78,9.36891669831592
1.784,8.995017941000295
1.788,9.210531941815427
1.792,10.225496741474963
1.796,10.632112052041709
1.8,9.723315970320822
1.804,9.39994167826185
1.808,10.046330906633386
1.812,11.980543218380731
1.816,9.673462538569057
1.82,9.970997456019818
1.824,9.177480575539915
1.828,9.607290833365088
1.832,7.846164774039101
1.836,7.687391747533713
1.84,9.859406042999325
1.844,11.72609762958294
1.848,12.536723159198825
1.852,9.037668916617731
1.856,9.639713739235027
1.86,8.508044237485434
1.864,9.158522869851312
1.868,8.086237072711697
1.872,11.311599182726583
1.876,8.843651095282015
1.88,9.228984421030125
1.884,9.868558744918577
1.888,9.079858016280115
1.892,8.373113780998974
1.896,9.352266929284852
1.9,9.901407595750069
1.904,10.482015850452752
1.908,9.142977343724583
1.912,9.70672910606572
1.916,10.314331939699194
1.92,10.641100951227434
1.924,10.00558575459962
1.928,9.296245540426817
1.932,10.272153873250764
1.936,11.189397167192936
1.94,8.655148682342997
1.944,9.70184846182008
1.948,11.66326108709106
1.952,10.447910934243595
1.956,9.004219016834112
1.96,11.22669075222611
1.964,9.689535470549464
1.968,10.296598741927387
1.972,9.045964736103462
1.976,9.246584025773371
1.98,10.918721055359285
1.984,9.047539031209881
1.988,10.254732755819514
1.992,10.212018863306646
1.996,11.671356568244615
