time,amplitude
1.82,11.079547808715324
1.824,10.307783147189241
1.828,10.567297288833773
1.832,9.951983562231812
1.836,8.470382966078521
1.84,8.140218119121698
1.844,8.64984445852775
1.848,10.213226206358046
1.852,7.738801232975813
1.856,9.208082702487665
1.86,11.349772152104219
1.864,12.48291832885326
1.868,8.921501723342946
1.872,7.745154658077178
1.876,9.90158837074832
1.88,10.777902852786912
1.884,11.627714665877821
1.888,9.805225085944516
1.892,10.658236898399732
1.896,10.37051901406359
1.9,10.44484044500148
1.904,11.04837733964321
1.908,8.689964244168772
1.912,10.273921320164355
1.916,7.792481591104732
1.92,10.257489446573368
1.924,8.857710582678791
1.928,11.333930573184231
1.932,11.643217460199045
1.936,10.820338104901534
1.94,8.905361863470361
1.944,10.266852295447602
1.948,9.305286835501317
1.952,9.951107140594281
1.956,9.855711093226333
1.96,9.083221082386848
1.964,10.089687173118227
1.968,9.186272088181607
1.972,10.762726824126876
1.976,7.768157630504638
1.98,11.273965834838846
1.984,11.098024292464146
1.988,11.31843405961109
1.992,10.630065992700967
1.996,9.767754657191295
